weapon_type,concept,level,name,description
몽둥이,대지,20,+20강 대지 그 자체가 된 몽둥이,"대지의 힘이 몽둥이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,0,+0강 분노 흔적만 남은 몽둥이,"분노의 힘이 몽둥이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,1,+1강 분노 깃든 몽둥이,"분노의 힘이 몽둥이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,2,+2강 분노 뒤얽힌 몽둥이,"분노의 힘이 몽둥이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,3,+3강 분노 잠식된 몽둥이,"분노의 힘이 몽둥이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,4,+4강 분노 삼켜진 몽둥이,"분노의 힘이 몽둥이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,5,+5강 분노 숨 쉬는 몽둥이,"분노의 힘이 몽둥이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,6,+6강 분노 속삭이는 몽둥이,"분노의 힘이 몽둥이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,7,+7강 분노 의지를 가진 몽둥이,"분노의 힘이 몽둥이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,8,+8강 분노 시험하는 몽둥이,"분노의 힘이 몽둥이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,9,+9강 분노 명령하는 몽둥이,"분노의 힘이 몽둥이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,10,+10강 분노 주인이 된 몽둥이,"분노의 힘이 몽둥이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,11,+11강 분노 굴복시킨 몽둥이,"분노의 힘이 몽둥이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,12,+12강 분노 피를 요구하는 몽둥이,"분노의 힘이 몽둥이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,13,+13강 분노 전장을 뒤덮는 몽둥이,"분노의 힘이 몽둥이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,14,+14강 분노 영혼을 침식하는 몽둥이,"분노의 힘이 몽둥이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,15,+15강 분노 재앙이 된 몽둥이,"분노의 힘이 몽둥이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,16,+16강 분노 세계에 뿌리내린 몽둥이,"분노의 힘이 몽둥이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,17,+17강 분노 질서를 뒤흔드는 몽둥이,"분노의 힘이 몽둥이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,18,+18강 분노 세계를 삼키는 몽둥이,"분노의 힘이 몽둥이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,19,+19강 분노 모든 것을 집어삼킨 몽둥이,"분노의 힘이 몽둥이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,20,+20강 분노 그 자체가 된 몽둥이,"분노의 힘이 몽둥이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,0,+0강 파괴 흔적만 남은 몽둥이,"파괴의 힘이 몽둥이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,1,+1강 파괴 깃든 몽둥이,"파괴의 힘이 몽둥이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,2,+2강 파괴 뒤얽힌 몽둥이,"파괴의 힘이 몽둥이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,3,+3강 파괴 잠식된 몽둥이,"파괴의 힘이 몽둥이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,4,+4강 파괴 삼켜진 몽둥이,"파괴의 힘이 몽둥이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,5,+5강 파괴 숨 쉬는 몽둥이,"파괴의 힘이 몽둥이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,6,+6강 파괴 속삭이는 몽둥이,"파괴의 힘이 몽둥이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,7,+7강 파괴 의지를 가진 몽둥이,"파괴의 힘이 몽둥이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,8,+8강 파괴 시험하는 몽둥이,"파괴의 힘이 몽둥이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,9,+9강 파괴 명령하는 몽둥이,"파괴의 힘이 몽둥이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,10,+10강 파괴 주인이 된 몽둥이,"파괴의 힘이 몽둥이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,11,+11강 파괴 굴복시킨 몽둥이,"파괴의 힘이 몽둥이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,12,+12강 파괴 피를 요구하는 몽둥이,"파괴의 힘이 몽둥이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,13,+13강 파괴 전장을 뒤덮는 몽둥이,"파괴의 힘이 몽둥이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,14,+14강 파괴 영혼을 침식하는 몽둥이,"파괴의 힘이 몽둥이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,15,+15강 파괴 재앙이 된 몽둥이,"파괴의 힘이 몽둥이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,16,+16강 파괴 세계에 뿌리내린 몽둥이,"파괴의 힘이 몽둥이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,17,+17강 파괴 질서를 뒤흔드는 몽둥이,"파괴의 힘이 몽둥이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,18,+18강 파괴 세계를 삼키는 몽둥이,"파괴의 힘이 몽둥이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,19,+19강 파괴 모든 것을 집어삼킨 몽둥이,"파괴의 힘이 몽둥이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,20,+20강 파괴 그 자체가 된 몽둥이,"파괴의 힘이 몽둥이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,0,+0강 굶주림 흔적만 남은 몽둥이,"굶주림의 힘이 몽둥이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,1,+1강 굶주림 깃든 몽둥이,"굶주림의 힘이 몽둥이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,2,+2강 굶주림 뒤얽힌 몽둥이,"굶주림의 힘이 몽둥이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,3,+3강 굶주림 잠식된 몽둥이,"굶주림의 힘이 몽둥이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,4,+4강 굶주림 삼켜진 몽둥이,"굶주림의 힘이 몽둥이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,5,+5강 굶주림 숨 쉬는 몽둥이,"굶주림의 힘이 몽둥이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,6,+6강 굶주림 속삭이는 몽둥이,"굶주림의 힘이 몽둥이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,7,+7강 굶주림 의지를 가진 몽둥이,"굶주림의 힘이 몽둥이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,8,+8강 굶주림 시험하는 몽둥이,"굶주림의 힘이 몽둥이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,9,+9강 굶주림 명령하는 몽둥이,"굶주림의 힘이 몽둥이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,10,+10강 굶주림 주인이 된 몽둥이,"굶주림의 힘이 몽둥이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,11,+11강 굶주림 굴복시킨 몽둥이,"굶주림의 힘이 몽둥이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,12,+12강 굶주림 피를 요구하는 몽둥이,"굶주림의 힘이 몽둥이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,13,+13강 굶주림 전장을 뒤덮는 몽둥이,"굶주림의 힘이 몽둥이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,14,+14강 굶주림 영혼을 침식하는 몽둥이,"굶주림의 힘이 몽둥이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,15,+15강 굶주림 재앙이 된 몽둥이,"굶주림의 힘이 몽둥이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,16,+16강 굶주림 세계에 뿌리내린 몽둥이,"굶주림의 힘이 몽둥이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,17,+17강 굶주림 질서를 뒤흔드는 몽둥이,"굶주림의 힘이 몽둥이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,18,+18강 굶주림 세계를 삼키는 몽둥이,"굶주림의 힘이 몽둥이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,19,+19강 굶주림 모든 것을 집어삼킨 몽둥이,"굶주림의 힘이 몽둥이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,굶주림,20,+20강 굶주림 그 자체가 된 몽둥이,"굶주림의 힘이 몽둥이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,0,+0강 원시 흔적만 남은 몽둥이,"원시의 힘이 몽둥이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,1,+1강 원시 깃든 몽둥이,"원시의 힘이 몽둥이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,2,+2강 원시 뒤얽힌 몽둥이,"원시의 힘이 몽둥이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,3,+3강 원시 잠식된 몽둥이,"원시의 힘이 몽둥이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,4,+4강 원시 삼켜진 몽둥이,"원시의 힘이 몽둥이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,5,+5강 원시 숨 쉬는 몽둥이,"원시의 힘이 몽둥이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,6,+6강 원시 속삭이는 몽둥이,"원시의 힘이 몽둥이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,7,+7강 원시 의지를 가진 몽둥이,"원시의 힘이 몽둥이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,8,+8강 원시 시험하는 몽둥이,"원시의 힘이 몽둥이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,9,+9강 원시 명령하는 몽둥이,"원시의 힘이 몽둥이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,10,+10강 원시 주인이 된 몽둥이,"원시의 힘이 몽둥이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,11,+11강 원시 굴복시킨 몽둥이,"원시의 힘이 몽둥이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,12,+12강 원시 피를 요구하는 몽둥이,"원시의 힘이 몽둥이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,13,+13강 원시 전장을 뒤덮는 몽둥이,"원시의 힘이 몽둥이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,14,+14강 원시 영혼을 침식하는 몽둥이,"원시의 힘이 몽둥이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,15,+15강 원시 재앙이 된 몽둥이,"원시의 힘이 몽둥이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,16,+16강 원시 세계에 뿌리내린 몽둥이,"원시의 힘이 몽둥이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,17,+17강 원시 질서를 뒤흔드는 몽둥이,"원시의 힘이 몽둥이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,18,+18강 원시 세계를 삼키는 몽둥이,"원시의 힘이 몽둥이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,19,+19강 원시 모든 것을 집어삼킨 몽둥이,"원시의 힘이 몽둥이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,원시,20,+20강 원시 그 자체가 된 몽둥이,"원시의 힘이 몽둥이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,0,+0강 압살 흔적만 남은 몽둥이,"압살의 힘이 몽둥이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,1,+1강 압살 깃든 몽둥이,"압살의 힘이 몽둥이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,2,+2강 압살 뒤얽힌 몽둥이,"압살의 힘이 몽둥이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,3,+3강 압살 잠식된 몽둥이,"압살의 힘이 몽둥이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,4,+4강 압살 삼켜진 몽둥이,"압살의 힘이 몽둥이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,5,+5강 압살 숨 쉬는 몽둥이,"압살의 힘이 몽둥이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,6,+6강 압살 속삭이는 몽둥이,"압살의 힘이 몽둥이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,7,+7강 압살 의지를 가진 몽둥이,"압살의 힘이 몽둥이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,8,+8강 압살 시험하는 몽둥이,"압살의 힘이 몽둥이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,9,+9강 압살 명령하는 몽둥이,"압살의 힘이 몽둥이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,10,+10강 압살 주인이 된 몽둥이,"압살의 힘이 몽둥이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,11,+11강 압살 굴복시킨 몽둥이,"압살의 힘이 몽둥이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,12,+12강 압살 피를 요구하는 몽둥이,"압살의 힘이 몽둥이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,13,+13강 압살 전장을 뒤덮는 몽둥이,"압살의 힘이 몽둥이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,14,+14강 압살 영혼을 침식하는 몽둥이,"압살의 힘이 몽둥이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,15,+15강 압살 재앙이 된 몽둥이,"압살의 힘이 몽둥이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,16,+16강 압살 세계에 뿌리내린 몽둥이,"압살의 힘이 몽둥이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,17,+17강 압살 질서를 뒤흔드는 몽둥이,"압살의 힘이 몽둥이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,18,+18강 압살 세계를 삼키는 몽둥이,"압살의 힘이 몽둥이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,19,+19강 압살 모든 것을 집어삼킨 몽둥이,"압살의 힘이 몽둥이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,압살,20,+20강 압살 그 자체가 된 몽둥이,"압살의 힘이 몽둥이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,0,+0강 학살 흔적만 남은 몽둥이,"학살의 힘이 몽둥이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,1,+1강 학살 깃든 몽둥이,"학살의 힘이 몽둥이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,2,+2강 학살 뒤얽힌 몽둥이,"학살의 힘이 몽둥이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,3,+3강 학살 잠식된 몽둥이,"학살의 힘이 몽둥이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,4,+4강 학살 삼켜진 몽둥이,"학살의 힘이 몽둥이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,5,+5강 학살 숨 쉬는 몽둥이,"학살의 힘이 몽둥이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,6,+6강 학살 속삭이는 몽둥이,"학살의 힘이 몽둥이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,7,+7강 학살 의지를 가진 몽둥이,"학살의 힘이 몽둥이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,8,+8강 학살 시험하는 몽둥이,"학살의 힘이 몽둥이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,9,+9강 학살 명령하는 몽둥이,"학살의 힘이 몽둥이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,10,+10강 학살 주인이 된 몽둥이,"학살의 힘이 몽둥이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,11,+11강 학살 굴복시킨 몽둥이,"학살의 힘이 몽둥이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,12,+12강 학살 피를 요구하는 몽둥이,"학살의 힘이 몽둥이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,13,+13강 학살 전장을 뒤덮는 몽둥이,"학살의 힘이 몽둥이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,14,+14강 학살 영혼을 침식하는 몽둥이,"학살의 힘이 몽둥이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,15,+15강 학살 재앙이 된 몽둥이,"학살의 힘이 몽둥이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,16,+16강 학살 세계에 뿌리내린 몽둥이,"학살의 힘이 몽둥이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,17,+17강 학살 질서를 뒤흔드는 몽둥이,"학살의 힘이 몽둥이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,18,+18강 학살 세계를 삼키는 몽둥이,"학살의 힘이 몽둥이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,19,+19강 학살 모든 것을 집어삼킨 몽둥이,"학살의 힘이 몽둥이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,학살,20,+20강 학살 그 자체가 된 몽둥이,"학살의 힘이 몽둥이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,0,+0강 종말 흔적만 남은 몽둥이,"종말의 힘이 몽둥이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,1,+1강 종말 깃든 몽둥이,"종말의 힘이 몽둥이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,2,+2강 종말 뒤얽힌 몽둥이,"종말의 힘이 몽둥이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,3,+3강 종말 잠식된 몽둥이,"종말의 힘이 몽둥이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,4,+4강 종말 삼켜진 몽둥이,"종말의 힘이 몽둥이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,5,+5강 종말 숨 쉬는 몽둥이,"종말의 힘이 몽둥이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,6,+6강 종말 속삭이는 몽둥이,"종말의 힘이 몽둥이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,7,+7강 종말 의지를 가진 몽둥이,"종말의 힘이 몽둥이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,8,+8강 종말 시험하는 몽둥이,"종말의 힘이 몽둥이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,9,+9강 종말 명령하는 몽둥이,"종말의 힘이 몽둥이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,10,+10강 종말 주인이 된 몽둥이,"종말의 힘이 몽둥이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,11,+11강 종말 굴복시킨 몽둥이,"종말의 힘이 몽둥이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,12,+12강 종말 피를 요구하는 몽둥이,"종말의 힘이 몽둥이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,13,+13강 종말 전장을 뒤덮는 몽둥이,"종말의 힘이 몽둥이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,14,+14강 종말 영혼을 침식하는 몽둥이,"종말의 힘이 몽둥이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,15,+15강 종말 재앙이 된 몽둥이,"종말의 힘이 몽둥이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,16,+16강 종말 세계에 뿌리내린 몽둥이,"종말의 힘이 몽둥이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,17,+17강 종말 질서를 뒤흔드는 몽둥이,"종말의 힘이 몽둥이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,18,+18강 종말 세계를 삼키는 몽둥이,"종말의 힘이 몽둥이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,19,+19강 종말 모든 것을 집어삼킨 몽둥이,"종말의 힘이 몽둥이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,종말,20,+20강 종말 그 자체가 된 몽둥이,"종말의 힘이 몽둥이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,0,+0강 마력 흔적만 남은 지팡이,"마력의 힘이 지팡이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,1,+1강 마력 깃든 지팡이,"마력의 힘이 지팡이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,2,+2강 마력 뒤얽힌 지팡이,"마력의 힘이 지팡이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,3,+3강 마력 잠식된 지팡이,"마력의 힘이 지팡이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,4,+4강 마력 삼켜진 지팡이,"마력의 힘이 지팡이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,5,+5강 마력 숨 쉬는 지팡이,"마력의 힘이 지팡이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,6,+6강 마력 속삭이는 지팡이,"마력의 힘이 지팡이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,7,+7강 마력 의지를 가진 지팡이,"마력의 힘이 지팡이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,8,+8강 마력 시험하는 지팡이,"마력의 힘이 지팡이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,9,+9강 마력 명령하는 지팡이,"마력의 힘이 지팡이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,10,+10강 마력 주인이 된 지팡이,"마력의 힘이 지팡이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,11,+11강 마력 굴복시킨 지팡이,"마력의 힘이 지팡이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,12,+12강 마력 피를 요구하는 지팡이,"마력의 힘이 지팡이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,마력,13,+13강 마력 전장을 뒤덮는 지팡이,"마력의 힘이 지팡이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
